IDOrder,Status,OrderedDate,ConfirmDate,DeliveryDate,DeliveredDate,TotalMoney,TotalAmount,IDMember,Address,PhoneNumber,Email,FullName,Notes,IDZipCode,IDShipper
99,4,2019-04-29 08:44:00,2019-04-29 12:28:00,2019-04-29 18:47:00,2019-05-01 11:27:00,7056000,4,258,"Xã Tân Xuân, Huyện Hóc Môn, Hồ Chí Minh",0984429047,anhhong@anhhongfood.com,Phạm Trường Đạo,Giao nhanh nha anh !,266,7
100,4,2020-03-07 13:04:00,2020-03-07 13:48:00,2020-03-07 22:53:00,2020-03-09 19:14:00,17236000,3,351,"Phường 15, Quận Phú Nhuận, Hồ Chí Minh",0984429047,le.ngoc.linh@vnn.vn,Đặng Trịnh Ngọc Linh,Giao nhanh nha anh !,200,8
101,4,2018-08-02 17:17:00,2018-08-02 21:41:00,2018-08-03 08:10:00,2018-08-04 14:17:00,22298000,4,169,"Phường Cống Vị, Quận Ba Đình, Hà Nội",0984429047,bay@lamthinhphat.com,Nguyễn Đức Khoa,Giao nhanh nha anh !,482,4
102,4,2018-10-15 13:55:00,2018-10-15 14:22:00,2018-10-16 00:40:00,2018-10-18 07:34:00,15818000,2,200,"Phường 05, Quận 8, Hồ Chí Minh",0984429047,hairdungsaigon@gmail.com,Lê Phước Á,Giao nhanh nha anh !,94,6
103,4,2020-01-01 08:46:00,2020-01-01 09:26:00,2020-01-01 20:47:00,2020-01-03 10:30:00,7909000,1,115,"Ki_-Ntem, S o Domingos, Dededo Village",0984429047,huynhchuba@yahoo.com,Nguyễn Thị Hường,Giao nhanh nha anh !,1482,1
104,4,2019-02-01 23:56:00,2019-02-02 03:21:00,2019-02-02 10:21:00,2019-02-04 02:17:00,6298000,2,331,"Phường 09, Quận 8, Hồ Chí Minh",0984429047,nhokt33a@gmail.com,Nguyễn Thị Quỳnh Như,Giao nhanh nha anh !,98,6
105,4,2019-10-23 19:48:00,2019-10-23 21:55:00,2019-10-24 10:30:00,2019-10-25 09:01:00,5560000,2,142,"Redbridge, G h-Djiboua, San Pedro Sula",0984429047,lamlt@vms.com.vn,Phan Phú Thịnh,Giao nhanh nha anh !,1347,4
106,4,2018-08-20 10:51:00,2018-08-20 14:23:00,2018-08-20 21:14:00,2018-08-22 18:04:00,7909000,1,410,"Phường Nghĩa Chánh, TP. Quảng Ngãi, Quảng Ngãi",0984429047,ntth12.9.1991@gmail.com,Nguyễn Vũ,Giao nhanh nha anh !,726,1
107,4,2019-07-22 11:31:00,2019-07-22 13:33:00,2019-07-23 07:46:00,2019-07-24 12:40:00,6480000,2,54,"Phường Vạn Phúc, Quận Hà Đông, Hà Nội",0984429047,sales@hoasencorp.com,Trần Nghiệm,Giao nhanh nha anh !,428,3
108,4,2019-01-13 10:17:00,2019-01-13 13:40:00,2019-01-14 04:07:00,2019-01-15 10:13:00,2930000,1,52,"Phường 10, Quận 5, Hồ Chí Minh",0984429047,ttdnt@hn.vnn.vn,Lâm Ngọc Tài,Giao nhanh nha anh !,60,1
109,4,2019-07-24 03:21:00,2019-07-24 06:38:00,2019-07-24 17:52:00,2019-07-26 21:03:00,6425000,3,202,"Xã Biên Giang, Quận Hà Đông, Hà Nội",0984429047,minhmc2003@yahoo.com, Lê Thị Hoàng Lệ,Giao nhanh nha anh !,432,3
110,4,2018-10-12 02:00:00,2018-10-12 05:19:00,2018-10-13 00:24:00,2018-10-14 11:54:00,3240000,1,21,"Phường Nam Dương, Quận Hải Châu, Đà Nẵng",0984429047,,Phạm Bá Sỹ,Giao nhanh nha anh !,620,5
111,4,2019-02-09 14:16:00,2019-02-09 18:40:00,2019-02-10 04:45:00,2019-02-12 13:50:00,4140500,1,294,"Phường Phước Long A, Quận 9, Hồ Chí Minh",0984429047,bimico@binhduong.com.vn,Hoàng Phương Minh,Giao nhanh nha anh !,113,2
112,4,2019-09-02 01:25:00,2019-09-02 05:06:00,2019-09-02 14:16:00,2019-09-03 11:17:00,5858000,2,344,"Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",0984429047,lethicam2304@gmail.com,Nguyễn Văn Trình,Giao nhanh nha anh !,186,7
113,4,2018-08-05 05:52:00,2018-08-05 06:52:00,2018-08-05 21:12:00,2018-08-07 17:47:00,7849000,2,439,"Norfolk, British Columbia, Edmonton",0984429047,huyle.vpa@gmail.com, Trần Ngọc Toàn,Giao nhanh nha anh !,1297,8
114,4,2019-04-09 23:19:00,2019-04-10 02:40:00,2019-04-10 19:35:00,2019-04-12 12:15:00,1638000,1,159,"Xã Long Thới, Huyện Nhà Bè, Hồ Chí Minh",0984429047,gasvuanh@yahoo.com,Nguyễn Thị Như Ý,Giao nhanh nha anh !,295,3
115,4,2019-08-07 11:36:00,2019-08-07 16:03:00,2019-08-07 23:58:00,2019-08-08 23:13:00,4700000,1,285,"Brent, Brunei-Muara, Utrecht",0984429047,khanhcphaco@gmail.com,Phạm Thị Thùy Trang,Giao nhanh nha anh !,1198,4
116,4,2019-12-06 23:52:00,2019-12-07 00:24:00,2019-12-07 13:19:00,2019-12-09 10:10:00,9618000,3,460,"Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",0984429047,nhatlinhbg@gmail.com,Huỳnh Thị Bích Ngọc,Giao nhanh nha anh !,160,7
117,4,2019-03-21 10:40:00,2019-03-21 14:00:00,2019-03-21 23:22:00,2019-03-23 07:13:00,5560000,2,13,"Moselle, Al  Asimah, Saint Saviour",0984429047,xzcycycy@gmail.com,Lê Công Nhân,Giao nhanh nha anh !,1136,3
118,4,2019-12-10 07:32:00,2019-12-10 10:34:00,2019-12-11 00:31:00,2019-12-13 05:56:00,5130000,2,57,"Beyla, Henan, Linden",0984429047,info@toanmyvn.com, Đoàn Văn Lương,Giao nhanh nha anh !,1438,9
119,4,2019-01-22 16:47:00,2019-01-22 16:57:00,2019-01-23 04:51:00,2019-01-24 18:20:00,6480000,2,20,"Valdesia, Neuqu_n, Manama",0984429047,thuyngan@dntbinhduong.vn,Trần Thế Liệu,Giao nhanh nha anh !,887,6
120,4,2019-10-13 12:38:00,2019-10-13 13:30:00,2019-10-14 04:59:00,2019-10-16 16:03:00,4254000,3,354,"Xã Quang Trung, Huyện Thống Nhất, Đồng Nai",0984429047,nhansudaithang@gmail.com,Văn Bá Công,Giao nhanh nha anh !,589,9
121,4,2018-11-03 01:34:00,2018-11-03 06:02:00,2018-11-04 00:53:00,2018-11-05 01:36:00,9876000,4,406,"Phường Mường Thanh, TP. Điện Biên Phủ, Điện Biên",0984429047,ketoangiathanh.vn@gmail.com,Trần Tôn Nữ Trà My,Giao nhanh nha anh !,731,6
122,4,2018-08-25 13:36:00,2018-08-25 15:31:00,2018-08-26 10:36:00,2018-08-28 11:07:00,15818000,2,273,"Xã Long Hoà, Huyện Dầu Tiếng, Bình Dương",0984429047,ceo111@tulong.com.vn,Huỳnh Thị Thái Thanh,Giao nhanh nha anh !,527,4
123,4,2018-02-16 12:22:00,2018-02-16 15:38:00,2018-02-17 06:57:00,2018-02-19 09:40:00,6759000,2,120,"Phường Thới An, Quận 12, Hồ Chí Minh",0984429047,tin028999@gmail.com, Eric So,Giao nhanh nha anh !,159,7
124,4,2019-08-21 02:25:00,2019-08-21 06:37:00,2019-08-22 01:40:00,2019-08-23 11:57:00,1418000,1,297,"Phường Long Bình Tân, TP. Biên Hòa, Đồng Nai",0984429047,cuong_tran_2005@yahoo.com.vn,Lê Thanh Tuấn,Giao nhanh nha anh !,555,9
125,4,2019-03-20 15:35:00,2019-03-20 19:02:00,2019-03-21 06:13:00,2019-03-22 18:57:00,20531000,4,169,"Phường 01, Quận Phú Nhuận, Hồ Chí Minh",0984429047,bay@lamthinhphat.com,Nguyễn Đức Khoa,Giao nhanh nha anh !,187,7
126,4,2018-05-03 00:50:00,2018-05-03 01:24:00,2018-05-03 10:32:00,2018-05-05 22:20:00,1418000,1,61,"Xã Hưng Long, Huyện Bình Chánh, Hồ Chí Minh",0984429047,vanphong@dntbinhduong.com,Đặng Công Vinh,Giao nhanh nha anh !,306,3
127,4,2019-10-23 19:48:00,2019-10-23 21:55:00,2019-10-24 10:30:00,2019-10-25 09:01:00,21223020,4,149,"Redbridge, G h-Djiboua, San Pedro Sula",0984429047,lethanh@vuongkhangthinh.com,Nguyễn Xuân Sung,Giao nhanh nha anh !,1347,9
128,4,2018-07-28 14:32:00,2018-07-28 14:33:00,2018-07-29 01:48:00,2018-07-30 04:14:00,6480000,2,379,"Phường Bình Hiên, Quận Hải Châu, Đà Nẵng",0984429047,phanlananhvn@gmail.com,Hoàng Tiến Sỹ,Giao nhanh nha anh !,612,3
129,4,2019-07-12 09:16:00,2019-07-12 14:10:00,2019-07-13 01:06:00,2019-07-14 07:27:00,1610000,1,10,"Bracknell Forest, Kayanza, Luimneach",0984429047,haipro@gmail.com,Nguyễn Minh Hải,Giao nhanh nha anh !,1147,3
130,4,2019-02-07 22:26:00,2019-02-08 00:36:00,2019-02-08 16:40:00,2019-02-10 02:28:00,15818000,2,515,"Valgamaa, Qbl, Hong Kong",0984429047,danghuongvt@gmail.com,Jariya Chirathivat,Giao nhanh nha anh !,918,2
131,4,2018-10-12 02:00:00,2018-10-12 05:19:00,2018-10-13 00:24:00,2018-10-14 11:54:00,4700000,2,432,"Phường Nam Dương, Quận Hải Châu, Đà Nẵng",0984429047,trainee_cupid.kent@yahoo.com,Lê Hùng Phong,Giao nhanh nha anh !,620,9
132,4,2019-04-22 18:04:00,2019-04-22 21:17:00,2019-04-23 15:10:00,2019-04-26 00:45:00,8205500,3,153,"Soria, Jhalakathi, Pyongyang",0984429047,thuylv@oceanbank.vn,Lê Thị Oanh,Giao nhanh nha anh !,991,2
133,4,2019-03-19 20:30:00,2019-03-19 23:04:00,2019-03-20 13:04:00,2019-03-22 07:41:00,14207000,3,116,"Harjumaa, Ski, Jakarta",0984429047,vietnamdragon@gmail.com,Trần Văn Nam,Giao nhanh nha anh !,926,2
134,4,2018-01-09 02:13:00,2018-01-09 02:13:00,2018-01-09 10:48:00,2018-01-10 08:06:00,4816500,1,493,"Hiiumaa, Vorarlberg, Tsirang",0984429047,huonglien001@gmail.com,Trần Thị Thanh Trang,Giao nhanh nha anh !,896,6
135,4,2018-10-01 22:05:00,2018-10-02 02:47:00,2018-10-02 14:56:00,2018-10-04 09:49:00,1638000,1,371,"Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",0984429047,huong.wfc@gmail.com,Trần Thị Thu Trang,Giao nhanh nha anh !,598,9
136,4,2019-05-17 05:33:00,2019-05-17 07:03:00,2019-05-17 13:53:00,2019-05-18 15:05:00,15818000,2,216,"Haut-Ogoou_, Houet, Tallinn",0984429047,saigonarts@hcm.vnn.vn, Bùi Ngọc Dũng,Giao nhanh nha anh !,1108,3
137,4,2019-12-31 11:01:00,2019-12-31 15:20:00,2020-01-01 06:51:00,2020-01-03 06:23:00,8836100,3,444,"Phường Bến Nghé, Quận 1, Hồ Chí Minh",0984429047,phiyen_hcp@yahoo.com.vn,Nguyễn Nam Hà,Giao nhanh nha anh !,1,1
138,4,2018-08-30 16:21:00,2018-08-30 16:39:00,2018-08-31 09:57:00,2018-09-02 13:09:00,5858000,2,465,"Phường Hoà Xuân, Quận Cẩm Lệ, Đà Nẵng",0984429047,chungtran076@gmail.com,Lê Quang Huy,Giao nhanh nha anh !,605,1
139,4,2018-09-01 08:11:00,2018-09-01 10:44:00,2018-09-01 22:03:00,2018-09-03 10:33:00,3868500,2,76,"Xã Phước Sang, Huyện Phú Giáo, Bình Dương",0984429047,vinh.vq@vsip.com.vn,Đỗ Như Tạo,Giao nhanh nha anh !,540,4
140,4,2018-08-21 05:56:00,2018-08-21 09:21:00,2018-08-22 02:23:00,2018-08-23 18:19:00,14209000,3,120,"Xã Phước Tân, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",0984429047,tin028999@gmail.com, Eric So,Giao nhanh nha anh !,519,4
141,4,2018-07-18 07:23:00,2018-07-18 11:09:00,2018-07-19 01:19:00,2018-07-20 02:18:00,3129000,1,207,"Islington, Harbour Island, Mariehamn",0984429047,lamanh_co@yahoo.com.vn, Lê Thị Bích Vân,Giao nhanh nha anh !,1262,4
142,4,2019-03-03 14:50:00,2019-03-03 15:24:00,2019-03-04 01:14:00,2019-03-05 23:33:00,6480000,2,101,"Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",0984429047,hmdkieu@gmail.com,Nông Văn Âu,Giao nhanh nha anh !,155,2
143,4,2019-05-27 12:43:00,2019-05-27 17:28:00,2019-05-28 11:24:00,2019-05-29 16:03:00,17309000,3,7,"Brighton and Hove, Targovishte, Frankfurt am Main",0984429047,phanvui453@gmail.com,Phan Đăng Vui,Giao nhanh nha anh !,1127,7
144,4,2018-04-05 20:51:00,2018-04-06 01:24:00,2018-04-06 13:55:00,2018-04-07 22:44:00,11578000,3,180,"Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội",0984429047,sales@cphaco.com, Văn Phú Thịnh,Giao nhanh nha anh !,392,3
145,4,2019-02-12 01:11:00,2019-02-12 02:44:00,2019-02-12 18:01:00,2019-02-14 06:30:00,1418000,1,334,"Phường Trường Thạnh, Quận 9, Hồ Chí Minh",0984429047,thuytrangkt168@gmail.com,Mai Văn Khoán,Giao nhanh nha anh !,118,2
146,4,2018-10-17 05:45:00,2018-10-17 07:27:00,2018-10-18 01:46:00,2018-10-19 16:57:00,4700000,1,383,"Xã Cam Đường, TP. Lào Cai, Lào Cai",0984429047,liennguyen1393@gmail.com,Trần Hoài Tuấn,Giao nhanh nha anh !,698,5
147,4,2018-03-04 14:07:00,2018-03-04 14:16:00,2018-03-05 07:55:00,2018-03-07 01:04:00,9023000,3,354,"Cantal, K_n_dougou, Encamp",0984429047,nhansudaithang@gmail.com,Văn Bá Công,Giao nhanh nha anh !,1070,3
148,4,2019-06-27 23:22:00,2019-06-28 02:38:00,2019-06-28 18:15:00,2019-06-29 19:28:00,6298000,2,430,"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",0984429047,phuongmai062@gmail.com,Trần Văn Đỏ,Giao nhanh nha anh !,379,4
149,4,2019-11-30 01:02:00,2019-11-30 02:18:00,2019-11-30 18:48:00,2019-12-02 16:51:00,13767000,3,269,"Phường Lê Lợi, TP. Bắc Giang, Bắc Giang",0984429047,kypt@sacombank.com,Huỳnh Thanh Tuấn,Giao nhanh nha anh !,681,5
150,4,2018-11-04 22:19:00,2018-11-04 23:09:00,2018-11-05 13:50:00,2018-11-07 19:44:00,8048000,3,171,"Tougu_, Granma, Suai",0984429047,ngothuanthanh85@gmail.com,Nguyễn Văn Ngọc,Giao nhanh nha anh !,1473,9
151,4,2019-03-17 04:40:00,2019-03-17 05:59:00,2019-03-17 13:58:00,2019-03-19 23:18:00,11410000,3,305,"Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",0984429047,binhduongdancesport@yahoo.com.vn,Bùi Văn Phương,Giao nhanh nha anh !,182,2
152,4,2018-08-16 08:07:00,2018-08-16 12:16:00,2018-08-16 20:53:00,2018-08-18 14:01:00,2929000,1,446,"Central, Montagnes, Saint-Pierre",0984429047,tuantran@clevercfo.com,Huỳnh Đình Ánh,Giao nhanh nha anh !,1387,5
153,4,2018-04-19 11:40:00,2018-04-19 11:58:00,2018-04-19 22:37:00,2018-04-21 18:27:00,14207000,3,480,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",0984429047,doanvanphudhcl@gmail.com,Nguyễn Xuân Khương,Giao nhanh nha anh !,350,3
154,4,2019-11-10 11:43:00,2019-11-10 13:29:00,2019-11-10 22:47:00,2019-11-12 15:56:00,10560000,2,507,"Worcestershire, Sangha, Castries",0984429047,datnguyen11@gmail.com,Lê Nguyễn Thành Trung,Giao nhanh nha anh !,1382,5
155,4,2019-07-15 15:16:00,2019-07-15 17:12:00,2019-07-16 05:32:00,2019-07-18 02:23:00,1349000,1,221,"Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",0984429047,tranvanhung70@gmail.com,Trần Hoàng Hiệp,Giao nhanh nha anh !,414,4
156,4,2018-01-24 11:08:00,2018-01-24 12:46:00,2018-01-25 06:40:00,2018-01-26 09:06:00,7909000,1,244,"Bexley, Pando, Prilep",0984429047,nhatvybinhduong@yahoo.com.vn, Nguyễn Thị Lam Thủy,Giao nhanh nha anh !,1202,8
157,4,2019-05-19 20:23:00,2019-05-20 00:08:00,2019-05-20 15:00:00,2019-05-22 16:30:00,12198000,3,279,"Vosges, North Abaco, Mosta",0984429047,viethung@dntbinhduong.com,Nguyễn Thuận,Giao nhanh nha anh !,1181,4
158,4,2018-11-22 14:14:00,2018-11-22 18:43:00,2018-11-23 07:07:00,2018-11-24 16:40:00,1418000,1,358,"Nordrhein-Westfalen, Canillo, Porto-Novo",0984429047,photocopyanthinh@gmail.com,Trần Tiến Huy,Giao nhanh nha anh !,769,5
159,4,2019-09-18 00:29:00,2019-09-18 00:35:00,2019-09-18 14:27:00,2019-09-20 21:49:00,12369000,2,75,"Xã Phước Sang, Huyện Phú Giáo, Bình Dương",0984429047,demo@demo.com, Trần Xiuân Phái,Giao nhanh nha anh !,540,4
160,4,2018-07-05 13:18:00,2018-07-05 16:41:00,2018-07-06 06:32:00,2018-07-08 00:40:00,10745000,3,9,"Xã Phước Hưng, Huyện Long Điền, Bà Rịa - Vũng Tàu",0984429047,phanvui226@gmail.com,Khách hàng 02,Giao nhanh nha anh !,499,9
161,4,2019-05-14 18:38:00,2019-05-14 23:00:00,2019-05-15 15:38:00,2019-05-17 14:26:00,15818000,2,217,"Morbihan, Blagoevgrad, Pilsen",0984429047,huu.van@setiabecamex.vn, Chu Việt Khánh,Giao nhanh nha anh !,1103,7
162,4,2019-12-28 00:06:00,2019-12-28 02:16:00,2019-12-28 12:35:00,2019-12-29 17:43:00,7909000,1,345,"Phường Tây Sơn, Thị xã An Khê, Gia Lai",0984429047,lamgiang@unicovina.com,Cấn Văn Tuấn,Giao nhanh nha anh !,735,6
163,4,2019-07-27 14:16:00,2019-07-27 14:42:00,2019-07-28 07:09:00,2019-07-29 14:44:00,5560000,2,106,"Jura, Oruro, Esch-sur-Alzette",0984429047,hovandoan1976@gmail.com,Nguyễn Thị Kim Chi,Giao nhanh nha anh !,1176,8
164,4,2019-11-24 02:32:00,2019-11-24 04:03:00,2019-11-24 11:29:00,2019-11-26 15:40:00,2698000,2,430,"Đông Phong, TP. Lai Châu, Lai Châu",0984429047,phuongmai062@gmail.com,Trần Văn Đỏ,Giao nhanh nha anh !,670,5
165,4,2018-07-11 13:48:00,2018-07-11 16:56:00,2018-07-12 01:51:00,2018-07-13 12:51:00,7909000,1,146,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",0984429047,honghaphat@gmail.com,Phạm Trung Tú,Giao nhanh nha anh !,465,8
166,4,2018-09-23 09:25:00,2018-09-23 13:36:00,2018-09-23 23:20:00,2018-09-24 21:07:00,3149000,1,138,"Imeret'i, Arica y Parinacota, Biabou",0984429047,chau.lh@hrconnect.com.vn,Nguyễn Văn Cương,Giao nhanh nha anh !,1392,9
167,4,2018-02-09 18:47:00,2018-02-09 22:25:00,2018-02-10 06:29:00,2018-02-11 06:14:00,6978000,3,28,"Seine-et-Marne, Mono, Riga",0984429047,dungbien@songbetourist.vn,Nguyễn Văn Chuynh,Giao nhanh nha anh !,1163,8
168,4,2018-09-02 04:56:00,2018-09-02 07:51:00,2018-09-02 16:00:00,2018-09-03 18:40:00,6298000,2,390,"Xã Tân Hiệp, Huyện Phú Giáo, Bình Dương",0984429047,sybinhqt@gmail.com,Hoàng Ngọc Toàn,Giao nhanh nha anh !,542,4
169,4,2019-05-24 01:48:00,2019-05-24 04:25:00,2019-05-24 17:09:00,2019-05-26 17:24:00,21648500,3,296,"Pohjois-Savo, Oost-Vlaanderen, Abu Dhabi",0984429047,tdchuong@gmail.com,Nguyễn Xuân Hoàng,Giao nhanh nha anh !,1053,7
170,4,2019-01-02 08:02:00,2019-01-02 08:17:00,2019-01-02 14:27:00,2019-01-04 00:00:00,18654000,4,242,"Phường 05, Quận 4, Hồ Chí Minh",0984429047,phanvanbay11@gmail.com,Huỳnh Hồng Lợi,Giao nhanh nha anh !,40,6
171,4,2018-10-01 00:45:00,2018-10-01 00:56:00,2018-10-01 13:44:00,2018-10-03 04:41:00,3971500,1,91,"Saint Luke, Paktika, Cairo",0984429047,ut2010@yahoo.com,Phan Anh Dũng,Giao nhanh nha anh !,807,1
172,4,2018-03-25 23:31:00,2018-03-26 01:03:00,2018-03-26 09:05:00,2018-03-28 01:14:00,20534000,4,28,"Satakunta, Shariatpur, Bangkok",0984429047,dungbien@songbetourist.vn,Nguyễn Văn Chuynh,Giao nhanh nha anh !,1040,3
173,4,2019-11-21 13:57:00,2019-11-21 18:51:00,2019-11-22 12:26:00,2019-11-24 03:09:00,7909000,1,19,"Xã Đông Hòa, TP. Thái Bình, Thái Bình",0984429047,info@datbinhduongvn.vn,Nguyễn Việt Hùng,Giao nhanh nha anh !,663,1
174,4,2019-05-15 13:43:00,2019-05-15 13:58:00,2019-05-16 03:47:00,2019-05-17 20:42:00,7909000,1,490,"Phường Thượng Thanh, Quận Long Biên, Hà Nội",0984429047,kimnga1412@gmail.com,Nguyễn Anh,Giao nhanh nha anh !,365,8
175,4,2018-08-26 08:41:00,2018-08-26 11:29:00,2018-08-27 03:45:00,2018-08-28 22:23:00,7909000,1,99,"Xã Long Tân, Huyện Dầu Tiếng, Bình Dương",0984429047,info@hatrantravel.com,Nguyễn Văn Hiếu,Giao nhanh nha anh !,528,9
176,4,2018-03-24 22:51:00,2018-03-24 22:54:00,2018-03-25 07:18:00,2018-03-27 04:23:00,17458000,3,244,"Phường 19, Quận Bình Thạnh, Hồ Chí Minh",0984429047,nhatvybinhduong@yahoo.com.vn, Nguyễn Thị Lam Thủy,Giao nhanh nha anh !,230,3
177,4,2018-01-13 09:53:00,2018-01-13 13:23:00,2018-01-13 23:00:00,2018-01-15 04:53:00,3802500,1,254,"Higuamo, K_rnten, Phnom Penh",0984429047,kienthuanwoodknife@vnn.vn,Trần Như Xuân,Giao nhanh nha anh !,904,2
178,4,2018-10-05 06:45:00,2018-10-05 08:57:00,2018-10-05 23:09:00,2018-10-08 02:36:00,1418000,1,122,"Phường Hoà Xuân, Quận Cẩm Lệ, Đà Nẵng",0984429047,nguyencat@bricons.com.vn,Ưng Văn Tiến,Giao nhanh nha anh !,605,5
179,4,2019-05-21 12:13:00,2019-05-21 16:13:00,2019-05-22 01:06:00,2019-05-23 11:53:00,17806000,3,76,"Yonne, Ruse, Helsinki",0984429047,vinh.vq@vsip.com.vn,Đỗ Như Tạo,Giao nhanh nha anh !,1116,3
180,4,2018-07-03 21:28:00,2018-07-03 23:36:00,2018-07-04 19:26:00,2018-07-07 05:17:00,1418000,1,353,"Hammersmith and Fulham, New Providence, Martin",0984429047,ngocptm.kt@gmail.com,Nguyễn Thanh Tâm,Giao nhanh nha anh !,1234,5
181,4,2020-03-05 21:14:00,2020-03-06 00:43:00,2020-03-06 15:47:00,2020-03-09 02:50:00,17167000,3,212,"Phường 09, Quận 10, Hồ Chí Minh",0984429047,bit@bit.com.vn,Nguyễn Đức Thuận,Giao nhanh nha anh !,127,6
182,4,2018-08-23 21:46:00,2018-08-23 22:26:00,2018-08-24 09:29:00,2018-08-25 09:43:00,1638000,1,140,"Sandwell, Ouaka, Victoria",0984429047,hailtt@vietabank.com.vn,Bùi Anh Thi,Giao nhanh nha anh !,1332,9
183,4,2018-06-14 09:49:00,2018-06-14 11:56:00,2018-06-15 00:13:00,2018-06-16 23:14:00,4140500,1,469,"Darlington, Rio Grande do Sul, The Hague",0984429047,giacquanthusau_9999@yahoo.com.vn, Trần Đình Quý,Giao nhanh nha anh !,1197,8
184,4,2018-12-23 01:53:00,2018-12-23 03:53:00,2018-12-23 12:57:00,2018-12-24 19:03:00,19098000,4,49,"Phường Thảo Điền, Quận 2, Hồ Chí Minh",0984429047,nhuthao@dntbinhduong.com, Phan Thị Mai Lam,Giao nhanh nha anh !,20,6
185,4,2019-01-18 13:02:00,2019-01-18 15:49:00,2019-01-19 04:30:00,2019-01-20 14:18:00,5909000,2,156,"Saint George, Kabul, Alexandria",0984429047,oanh.ltk@bhv.vn,Quảng Trọng Mãi,Giao nhanh nha anh !,808,6
186,4,2020-01-01 08:46:00,2020-01-01 09:26:00,2020-01-01 20:47:00,2020-01-03 10:30:00,15852000,3,230,"Thị trấn An Dương, Huyện An Dương, Hải Phòng",0984429047,quynhchau_vsb@yahoo.com,Doãn Ngọc Chấn,Giao nhanh nha anh !,743,3
187,4,2018-10-19 20:35:00,2018-10-20 00:32:00,2018-10-20 12:52:00,2018-10-21 13:21:00,4700000,1,179,"Zacapa, Xianggang, Kingston",0984429047,tuanna@thaibinhshoes.com.vn,Trần Mạnh Hiếu,Giao nhanh nha anh !,1511,5
188,4,2018-05-17 10:44:00,2018-05-17 11:56:00,2018-05-18 06:24:00,2018-05-19 09:20:00,6678000,3,404,"Vend_e, Muyinga, Selfoss",0984429047,tathinhiem@gmail.com, Phan Tuấn Dũng,Giao nhanh nha anh !,1143,3
189,4,2019-08-04 05:36:00,2019-08-04 07:01:00,2019-08-05 02:32:00,2019-08-07 04:17:00,4647500,1,321,"Phường Đề Thám, TP. Thái Bình, Thái Bình",0984429047,ngqduan@gmail.com,Trần Xuân Tỉnh,Giao nhanh nha anh !,661,5
190,4,2018-03-21 16:51:00,2018-03-21 19:53:00,2018-03-22 01:53:00,2018-03-23 10:27:00,2836000,2,243,"Thị Trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",0984429047,contact@keoviet.com,Nguyễn Văn Ký,Giao nhanh nha anh !,293,7
191,4,2018-05-21 18:24:00,2018-05-21 23:06:00,2018-05-22 05:36:00,2018-05-23 17:07:00,3220000,2,149,"Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",0984429047,lethanh@vuongkhangthinh.com,Nguyễn Xuân Sung,Giao nhanh nha anh !,481,4
192,4,2018-06-15 06:33:00,2018-06-15 10:01:00,2018-06-15 18:08:00,2018-06-17 08:20:00,5860000,2,389,"Saint David, Solothurn (de), Buenos Aires",0984429047,letuyen.asenco@gmail.com,Lê Quang Minh,Giao nhanh nha anh !,1408,9
193,4,2018-03-25 23:31:00,2018-03-26 01:03:00,2018-03-26 09:05:00,2018-03-28 01:14:00,2630000,1,256,"Satakunta, Shariatpur, Bangkok",0984429047,thanhphatwood@hcm.vnn.vn,Hoàng Thị Huế,Giao nhanh nha anh !,1040,7
194,4,2018-07-23 11:47:00,2018-07-23 14:24:00,2018-07-24 03:26:00,2018-07-25 03:10:00,5000000,1,368,"Phường Tân Phong, TP. Lai Châu, Lai Châu",0984429047,truongnguyenacc@gmail.com,Đoàn Trọng Hoàng,Giao nhanh nha anh !,672,1
195,4,2019-03-09 18:15:00,2019-03-09 22:41:00,2019-03-10 06:24:00,2019-03-12 03:28:00,312650,1,33,"Phường Trung Phụng, Quận Đống Đa, Hà Nội",0984429047,maihuong_mtv@yahoo.com,Nguyễn Đình Hồng,Giao nhanh nha anh !,455,9
196,4,2018-04-27 20:25:00,2018-04-27 22:08:00,2018-04-28 09:24:00,2018-04-29 06:26:00,3276000,2,154,"Estuaire, Temburong, Dainava",0984429047,the.ngochong@gmail.com,Daria Dyldina,Giao nhanh nha anh !,1174,8
197,4,2018-03-12 04:47:00,2018-03-12 06:27:00,2018-03-12 13:32:00,2018-03-13 13:46:00,1610000,1,214,"Phường 05, Quận Gò Vấp, Hồ Chí Minh",0984429047,dian@saigonarts.com, Đỗ Văn Hòa,Giao nhanh nha anh !,205,2
